Pathway	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_16_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_22_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_28_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_13_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_24_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_27_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_30_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_34_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_35_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_36_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_37_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_38_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_39_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_40_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_44_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_45_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_48_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_6_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_B_Abundance
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Eubacterium.s__Eubacterium_rectale	2.21E-05	0	0	7.47E-05	0	0.00014581	0.000137883	3.80E-05	0	3.65E-05	0.000268581	0	1.43E-05	7.07E-05	9.01E-06	0.000115025	6.68E-05	8.80E-05	1.83E-05	3.22E-05	8.97E-05	0	4.91E-05	6.97E-05	3.40E-05	2.77E-05	9.90E-06	0	8.25E-06	0	0	0	2.57E-05	1.35E-06	2.87E-05	9.07E-05	7.43E-06	7.08E-06	0	1.28E-05	2.27E-05	9.04E-06	1.92E-05	1.57E-06	1.95E-05	4.97E-05	2.99E-05	5.62E-06	1.27E-05	2.15E-05	1.89E-05	5.28E-05	1.25E-05	1.12E-05	4.40E-05	4.88E-05	3.01E-05	0	3.87E-05	6.67E-06	0.000152416	3.46E-05	0.000160777	2.21E-05	0.000134039	0	0	0.000219646	2.60E-05	1.57E-05	0.000155942	0	1.78E-05	4.68E-05	0.000127439	5.13E-05	9.44E-06	3.27E-05	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	3.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62E-05	1.54E-06	0	0	0	9.04E-06	0	0	0	0	1.23E-06	1.74E-06	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Holdemania.s__Holdemania_sp_AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35E-05	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Klebsiella.s__Klebsiella_pneumoniae	1.28E-06	0	0	0	0	1.28E-05	0	0	0	0	0	0	2.83E-06	0	0	0	0	0	0	0	0	1.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.58E-06	0	2.31E-05	1.41E-05	0	0	0	0	0	0	0	0	1.51E-06	0	4.80E-07	0	0	0	2.14E-06	0	0	0	3.80E-05	2.06E-06	0	0	0	1.05E-06	0	0	2.52E-06	0	0	0	4.73E-06	2.06E-05	0	0	0	0	3.76E-06	1.08E-05	0	0	4.12E-06	3.02E-05	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Mitsuokella.s__Mitsuokella_multacida	0	0	0	0	0	0	0	6.31E-06	0	0	0	0	3.28E-05	0	0	0	0	0	3.36E-06	6.21E-06	0	0	0	0	7.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40E-06	1.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22E-06	0	0	0	0	0	0	0	3.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Morganella.s__Morganella_morganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Odoribacter.s__Odoribacter_splanchnicus	0	6.76E-06	0	0	0	6.46E-07	0	0	0	0	0	0	0	0	1.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Paraprevotella.s__Paraprevotella_clara	0	0	0	0	0	1.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-06	0	0	5.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.94E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	4.36E-05	0	0	0	4.23E-06	0	8.55E-06	0	1.37E-05	2.76E-06	8.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56E-06	0	0	0	0	4.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Plesiomonas.s__Plesiomonas_shigelloides	0	0	0	0	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	5.45E-06	4.86E-06	0	0	0	0	0	0	0	0	6.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Roseburia.s__Roseburia_intestinalis	1.65E-06	0	0	0	0	6.57E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-06	0	0	0	0	0	0	0	0	0	0	0	5.72E-06	0	4.70E-06	9.08E-07	0	0	0	0	0	0	0	0	0	0	0	4.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0	0	0	0	8.25E-06	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	1.99E-06	7.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	0.000187965	0.000407625	0.000239476	0.000387616	0.000550952	6.38E-05	0.000126205	0.000313631	0.000110753	0.000230043	0.000284828	0.000203831	0.000309234	0.000315403	0.000390969	0.000212295	0.000209745	0.000471309	0.000445108	0.000441769	0.000472556	0	9.55E-05	0.000275406	0.000472381	0.000135675	0.000372799	0.000417777	0.000238896	0	0.000210665	0	0.000316098	0.000215418	0.00024181	0.000107553	0.000304515	0.000209801	4.64E-05	0.000249551	0.000161799	0.000213513	0.000141849	0.000357716	0.000227344	0.000306549	0.00047586	0.000291931	0.00028635	0.000365133	0.000305068	0.000302394	0.000316423	0.000277522	0.000350754	0.000347815	0.00015039	0.000352708	0.000391095	2.20E-05	0.000150912	2.61E-05	0.000256261	0.000234021	0.000330928	0.000287154	0.000187011	0.000242899	0.000199632	0.000504326	0.000136598	0.000164794	0.000189483	0.000771163	0.000377324	0.000311059	0.000312955	0.000444299	0.000138261	0.000386402	1.16E-05	4.05E-06	0	2.07E-05	0	2.75E-05	3.89E-05	3.23E-05	0	0	1.39E-05	1.48E-05	1.28E-05	2.08E-05	1.70E-05	0	7.38E-06	6.08E-06	4.61E-06	1.10E-05
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.000400772	0.000292912	0.000299054	0.000233512	0.000192647	0.000426417	0.000464689	0.000413877	0.000396045	0.000520379	0.000215398	0.000151474	0.000561251	0.000339534	0.000359637	0.000369818	0.000264061	0.000391773	0.000326088	0.000309643	0.000230051	0.000207741	0.00019348	0.000196949	0.000246427	0.000133487	0.000361837	0.000286386	0.000226748	0	0.000133745	0	0.000219793	0.000232995	0.000345868	0.000203502	0.000147281	0.000124485	0.00046586	0.000242039	0.000154187	0.000148725	0.000198618	0.000287428	0.000162322	0.000225115	0.000204096	0.000206958	0.000211458	0.000251753	0.000236165	0.00029927	0.000232128	0.000240498	0.000220707	0.000203797	0.000200475	0.000214096	0.000266176	0.000245742	0.000182664	0.000210185	0.000440536	0.000186239	0.00027649	0.000312718	0.000378311	0.000328632	0.000289894	0.000436526	0.000158229	0.000125363	0.000228721	0.000230244	0.000277252	0.000552265	0.000309107	0.00035265	0.000446296	0.000415369	0.000205772	0.00020286	8.23E-05	9.26E-05	0.000195965	0.000173384	8.56E-05	0.00011922	1.23E-05	1.18E-05	0.000296219	0.000225238	0.000141528	8.73E-05	0.000216275	0.000215449	0.000111073	9.36E-05	0.000140054	0.000116811
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	3.95E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85E-06	0	0	0	0	0	0	0	9.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Alistipes.s__Alistipes_shahii	6.53E-06	3.48E-06	0	2.46E-06	0	7.48E-07	0	0	1.72E-05	0	0	0	0	0	2.56E-05	1.48E-05	0	0	0	8.68E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-06	0	0	7.06E-06	0	0	0	0	0	0	0	1.67E-05	0	1.03E-06	0	4.01E-06	2.28E-06	0	0	0	0	2.85E-06	1.75E-06	0	0	0	1.02E-06	0	0	0	0	0	0	0	4.35E-07
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	7.45E-07	0	0	5.36E-06	0	3.77E-07	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66E-06	0	0	0	0	0	8.07E-06	0	7.26E-06	0	0	0	7.53E-06	0	0	0	0	0	0	0	0	0	0	4.52E-06	0	0	0	1.33E-05	0.000103087	0	0	0	0	3.49E-05	6.43E-05	0	0	0.000110209	3.95E-05	0	0	2.54E-05	1.10E-05	4.73E-05	4.39E-05	5.35E-05	4.30E-05
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	1.99E-06	2.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.59E-07	0	7.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-06	0	0	0	0	0	0.000101671	0	8.97E-05	0	0	0	7.74E-06	0	3.99E-07	0	0	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0	2.56E-06	0	0	0	0	0	0	7.67E-07	0	1.69E-05	1.36E-06	0	0	0	0	0	8.91E-07
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02E-05	0	0	2.19E-06	0	0	0	0	0	0	0	0	0	0	0	1.90E-06	0	3.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	4.65E-06	0	5.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74E-07	9.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Blautia.s__Ruminococcus_torques	0	0	0	5.65E-07	0	3.00E-06	4.66E-06	1.47E-05	0	9.67E-06	0	0	0	1.78E-05	0	0	0	0	0	2.41E-06	0	0	0	0	4.89E-06	0	0	1.01E-05	0	0	0	0	5.47E-06	9.56E-06	1.20E-05	1.30E-05	0	0	0	0	0	6.89E-06	5.72E-06	3.02E-06	0	0	0	0	0	7.91E-07	2.25E-06	1.60E-05	0	0	8.01E-06	4.87E-06	0	0	0	0	1.05E-06	0	6.19E-06	0	1.19E-05	1.58E-06	4.45E-06	3.15E-05	2.42E-05	0	0	0	0	0	0	0	0	2.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07E-07	0	0	2.69E-07	0	0	0	0	0	0	1.67E-05	1.10E-05	0	0	0	0	6.23E-07	0	2.76E-06	4.75E-06
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-06	0	7.14E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36E-06	0	0	0	0	1.28E-06	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74E-06	0	3.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-05	7.09E-06	0	0	0	0	6.32E-06	9.01E-06	0	0	0	3.51E-06	0	0	0	0	5.13E-06	1.80E-06	4.67E-06	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridium.s__Clostridium_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49E-07	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05E-06	0	0	1.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Cronobacter.s__Cronobacter_malonaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86E-07	0	0	0	0	0	0	0	0	0	0	3.80E-07	0	0	0	0
